death_date;region;Age;Gender
05.10.22;West Bank;21;M
03.10.22;West Bank;18;M
03.10.22;West Bank;20;M
01.10.22;West Bank;17;M
28.09.22;West Bank;27;M
28.09.22;West Bank;30;M
28.09.22;West Bank;25;M
10.10.22;West Bank;12;M
28.09.22;West Bank;27;M
20.10.22;West Bank;16;M
25.09.22;West Bank;22;M
24.09.22;West Bank;36;M
22.09.22;Israel;23;M
15.09.22;West Bank;17;M
14.09.22;West Bank;21;M
14.09.22;West Bank;23;M
08.09.22;West Bank;16;M
07.09.22;West Bank;20;M
11.09.22;West Bank;24;M
06.09.22;West Bank;28;M
05.09.22;West Bank;19;M
02.09.22;West Bank;19;M
01.09.22;West Bank;27;M
19.08.22;West Bank;58;M
18.08.22;West Bank;19;M
15.08.22;West Bank;20;M
23.08.22;West Bank;25;M
09.08.22;West Bank;32;M
09.08.22;West Bank;16;M
09.08.22;West Bank;18;M
09.08.22;West Bank;16;M
07.08.22;Gaza Strip;19;M
07.08.22;Gaza Strip;26;M
08.08.22;Gaza Strip;21;M
07.08.22;Gaza Strip;27;M
07.08.22;Gaza Strip;16;M
07.08.22;Gaza Strip;16;M
07.08.22;Gaza Strip;3;M
07.08.22;Gaza Strip;13;M
07.08.22;Gaza Strip;15;M
06.08.22;Gaza Strip;35;M
06.08.22;Gaza Strip;46;M
06.08.22;Gaza Strip;41;M
06.08.22;Gaza Strip;13;M
06.08.22;Gaza Strip;30;M
06.08.22;Gaza Strip;50;F
06.08.22;Gaza Strip;30;F
06.08.22;Gaza Strip;23;M
06.08.22;Gaza Strip;27;M
06.08.22;Gaza Strip;18;M
09.08.22;Gaza Strip;42;M
06.08.22;Gaza Strip;28;M
26.01.23;Gaza Strip;10;M
05.08.22;Gaza Strip;22;F
05.08.22;Gaza Strip;5;F
05.08.22;Gaza Strip;50;M
05.08.22;Gaza Strip;23;M
05.08.22;Gaza Strip;28;M
05.08.22;Gaza Strip;34;M
11.08.22;Gaza Strip;10;F
05.08.22;Gaza Strip;27;M
05.08.22;Gaza Strip;25;M
05.08.22;Gaza Strip;50;M
05.08.22;Gaza Strip;38;M
01.08.22;West Bank;16;M
29.07.22;West Bank;59;M
23.11.22;West Bank;30;M
24.07.22;West Bank;28;M
24.07.22;West Bank;24;M
06.07.22;West Bank;20;M
03.07.22;West Bank;17;M
29.06.22;West Bank;25;M
25.06.22;West Bank;16;M
19.06.22;West Bank;53;M
17.06.22;West Bank;22;M
17.06.22;West Bank;26;M
17.06.22;West Bank;20;M
09.06.22;West Bank;28;M
02.06.22;West Bank;16;M
02.06.22;West Bank;29;M
11.06.22;West Bank;37;M
01.06.22;West Bank;26;M
01.06.22;West Bank;30;F
27.05.22;West Bank;14;M
25.05.22;West Bank;16;M
21.05.22;West Bank;16;M
15.05.22;West Bank;41;M
11.05.22;West Bank;16;M
11.05.22;West Bank;51;F
08.05.22;West Bank;27;M
30.04.22;West Bank;26;M
27.04.22;West Bank;21;M
26.04.22;West Bank;19;M
21.04.22;West Bank;18;M
15.04.22;West Bank;17;M
14.04.22;West Bank;28;M
14.04.22;West Bank;30;M
14.04.22;West Bank;46;M
13.04.22;West Bank;19;M
13.04.22;West Bank;16;M
13.04.22;West Bank;32;M
11.04.22;Israel;40;M
11.04.22;West Bank;16;M
10.04.22;West Bank;19;M
10.04.22;West Bank;44;F
10.04.22;West Bank;25;F
18.04.22;West Bank;19;F
09.04.22;West Bank;24;M
08.04.22;Israel;28;M
02.04.22;West Bank;28;M
02.04.22;West Bank;34;M
02.04.22;West Bank;24;M
01.04.22;West Bank;28;M
31.03.22;West Bank;24;M
31.03.22;West Bank;16;M
29.03.22;Israel;26;M
15.03.22;West Bank;20;M
15.03.22;West Bank;16;M
07.03.22;West Bank;22;M
06.03.22;West Bank;18;M
06.03.22;West Bank;15;M
01.03.22;West Bank;22;M
01.03.22;West Bank;18;M
01.03.22;West Bank;18;M
09.03.22;West Bank;23;M
22.02.22;West Bank;13;M
15.02.22;West Bank;19;M
13.02.22;West Bank;16;M
08.02.22;West Bank;21;M
08.02.22;West Bank;26;M
08.02.22;West Bank;21;M
17.01.22;West Bank;39;M
12.01.22;West Bank;78;M
06.01.22;West Bank;20;M
31.12.21;West Bank;36;M
22.12.21;West Bank;25;M
21.12.21;West Bank;25;M
13.12.21;West Bank;31;M
10.12.21;West Bank;32;M
06.12.21;West Bank;15;M
04.12.21;West Bank;25;M
21.11.21;West Bank;42;M
16.11.21;West Bank;26;M
05.11.21;West Bank;15;M
14.10.21;West Bank;14;M
30.09.21;West Bank;20;M
30.09.21;Gaza Strip;39;M
30.09.21;West Bank;30;F
26.09.21;West Bank;27;M
26.09.21;West Bank;32;M
26.09.21;West Bank;26;M
26.09.21;West Bank;22;M
26.09.21;West Bank;15;M
24.09.21;West Bank;28;M
10.09.21;West Bank;50;M
02.09.21;Gaza Strip;27;M
31.08.21;West Bank;39;M
24.08.21;West Bank;15;M
25.08.21;Gaza Strip;31;M
28.08.21;Gaza Strip;13;M
16.08.21;West Bank;18;M
16.08.21;West Bank;19;M
16.08.21;West Bank;19;M
16.08.21;West Bank;20;M
06.08.21;West Bank;38;M
11.08.21;West Bank;24;M
29.07.21;West Bank;19;M
28.07.21;West Bank;11;M
27.07.21;West Bank;41;M
23.07.21;West Bank;17;M
03.07.21;West Bank;21;M
16.06.21;West Bank;29;F
17.06.21;West Bank;15;M
12.06.21;West Bank;26;F
11.06.21;West Bank;16;M
10.06.21;West Bank;23;M
10.06.21;West Bank;26;M
10.06.21;West Bank;23;M
28.05.21;West Bank;25;M
25.05.21;West Bank;25;M
24.05.21;West Bank;17;M
20.05.21;Gaza Strip;35;F
20.05.21;Gaza Strip;22;M
20.05.21;Gaza Strip;23;M
20.05.21;Gaza Strip;26;M
19.05.21;Gaza Strip;32;M
01.06.22;Gaza Strip;40;M
19.05.21;Gaza Strip;31;M
19.05.21;Gaza Strip;10;F
19.05.21;Gaza Strip;20;M
19.05.21;Gaza Strip;22;M
19.05.21;Gaza Strip;32;M
19.05.21;West Bank;34;F
19.05.21;Gaza Strip;63;M
18.05.21;West Bank;16;M
20.05.21;West Bank;29;M
18.05.21;Gaza Strip;19;M
24.05.21;Gaza Strip;22;M
18.05.21;West Bank;20;M
18.05.21;West Bank;25;M
18.05.21;West Bank;31;M
17.05.21;Gaza Strip;30;M
17.05.21;Gaza Strip;31;M
17.05.21;Gaza Strip;23;M
17.05.21;Gaza Strip;24;M
17.05.21;Gaza Strip;42;M
17.05.21;Gaza Strip;10;F
17.05.21;Gaza Strip;54;M
17.05.21;Gaza Strip;28;M
17.05.21;Gaza Strip;18;M
17.05.21;Gaza Strip;13;M
17.05.21;Gaza Strip;36;M
17.05.21;West Bank;17;M
16.05.21;Gaza Strip;62;M
16.05.21;Gaza Strip;89;M
16.05.21;Gaza Strip;84;F
16.05.21;Gaza Strip;48;F
16.05.21;Gaza Strip;29;F
16.05.21;Gaza Strip;17;M
16.05.21;Gaza Strip;79;M
16.05.21;Gaza Strip;5;F
16.05.21;Gaza Strip;49;M
16.05.21;Gaza Strip;9;F
16.05.21;Gaza Strip;38;F
16.05.21;Gaza Strip;42;F
16.05.21;Gaza Strip;5;F
16.05.21;Gaza Strip;23;M
16.05.21;Gaza Strip;15;M
16.05.21;Gaza Strip;14;F
16.05.21;Gaza Strip;9;F
16.05.21;Gaza Strip;44;M
16.05.21;Gaza Strip;22;M
16.05.21;Gaza Strip;28;M
16.05.21;Gaza Strip;19;F
16.05.21;Gaza Strip;0;M
16.05.21;Gaza Strip;41;M
16.05.21;Gaza Strip;32;F
16.05.21;Gaza Strip;12;F
16.05.21;Gaza Strip;3;M
16.05.21;Gaza Strip;8;M
16.05.21;Gaza Strip;47;F
16.05.21;Gaza Strip;13;F
16.05.21;Gaza Strip;19;F
16.05.21;Gaza Strip;40;F
16.05.21;Gaza Strip;73;F
16.05.21;Gaza Strip;21;F
16.05.21;Gaza Strip;82;F
16.05.21;Gaza Strip;41;F
16.05.21;Gaza Strip;9;M
16.05.21;Gaza Strip;13;M
16.05.21;Gaza Strip;11;F
16.05.21;Gaza Strip;15;F
16.05.21;Gaza Strip;48;M
16.05.21;Gaza Strip;39;M
16.05.21;Gaza Strip;66;M
16.05.21;Gaza Strip;54;M
16.05.21;Gaza Strip;2;M
16.05.21;Gaza Strip;4;M
03.06.21;Gaza Strip;45;F
16.05.21;Gaza Strip;25;M
16.05.21;Gaza Strip;30;M
16.05.21;Gaza Strip;27;M
16.05.21;Gaza Strip;23;M
16.05.21;Gaza Strip;39;M
16.05.21;West Bank;42;M
16.05.21;Gaza Strip;49;M
16.05.21;Gaza Strip;19;M
16.05.21;Gaza Strip;28;M
02.06.21;West Bank;34;M
15.05.21;West Bank;25;M
15.05.21;Gaza Strip;34;M
03.06.21;Gaza Strip;24;M
15.05.21;Gaza Strip;18;M
15.05.21;Gaza Strip;17;M
15.05.21;Gaza Strip;26;M
15.05.21;Gaza Strip;37;M
15.05.21;West Bank;30;M
15.05.21;Gaza Strip;30;F
15.05.21;Gaza Strip;5;M
15.05.21;Gaza Strip;10;M
15.05.21;Gaza Strip;10;M
15.05.21;Gaza Strip;9;M
15.05.21;Gaza Strip;7;F
15.05.21;Gaza Strip;34;F
15.05.21;Gaza Strip;12;M
15.05.21;Gaza Strip;7;M
15.05.21;Gaza Strip;5;M
15.05.21;Gaza Strip;18;M
14.05.21;Gaza Strip;12;M
26.07.21;West Bank;22;M
14.05.21;Gaza Strip;32;M
14.05.21;Gaza Strip;26;M
14.05.21;Gaza Strip;28;M
14.05.21;Gaza Strip;22;M
14.05.21;Gaza Strip;34;M
14.05.21;Gaza Strip;0;M
14.05.21;Gaza Strip;8;M
14.05.21;Gaza Strip;6;F
14.05.21;Gaza Strip;26;F
14.05.21;Gaza Strip;25;M
14.05.21;Gaza Strip;36;M
14.05.21;Gaza Strip;32;M
16.05.21;West Bank;27;M
14.05.21;West Bank;38;M
14.05.21;West Bank;40;M
14.05.21;West Bank;23;M
14.05.21;West Bank;20;M
14.05.21;West Bank;30;M
14.05.21;West Bank;20;M
14.05.21;West Bank;27;M
14.05.21;West Bank;19;M
14.05.21;Gaza Strip;23;M
14.05.21;Gaza Strip;44;F
14.05.21;Gaza Strip;24;M
13.05.21;Gaza Strip;66;F
13.05.21;Gaza Strip;7;M
13.05.21;Gaza Strip;4;M
13.05.21;Gaza Strip;36;F
13.05.21;Gaza Strip;39;M
13.05.21;Gaza Strip;63;M
13.05.21;Gaza Strip;6;M
13.05.21;Gaza Strip;2;M
13.05.21;Gaza Strip;20;M
13.05.21;Gaza Strip;0;M
13.05.21;Gaza Strip;25;F
13.05.21;Gaza Strip;17;F
13.05.21;Gaza Strip;47;F
13.05.21;Gaza Strip;27;F
13.05.21;Gaza Strip;39;F
13.05.21;Gaza Strip;13;F
19.05.21;Gaza Strip;20;M
13.05.21;Gaza Strip;17;M
15.05.21;Gaza Strip;22;M
13.05.21;Gaza Strip;65;F
13.05.21;Gaza Strip;0;M
13.05.21;Gaza Strip;29;M
13.05.21;Gaza Strip;21;F
13.05.21;Gaza Strip;35;M
13.05.21;Gaza Strip;37;M
13.05.21;Gaza Strip;21;M
13.05.21;Gaza Strip;2;F
13.05.21;Gaza Strip;26;F
13.05.21;Gaza Strip;18;F
13.05.21;Gaza Strip;24;F
13.05.21;Gaza Strip;22;F
13.05.21;Gaza Strip;51;M
13.05.21;Gaza Strip;14;M
13.05.21;Gaza Strip;20;M
13.05.21;Gaza Strip;24;M
17.05.21;Gaza Strip;22;M
13.05.21;Gaza Strip;24;M
27.05.21;Gaza Strip;33;M
12.05.21;Gaza Strip;49;F
12.05.21;Gaza Strip;28;F
12.05.21;Gaza Strip;57;M
12.05.21;Gaza Strip;37;M
12.05.21;Gaza Strip;22;M
12.05.21;Gaza Strip;48;M
12.05.21;Gaza Strip;37;M
12.05.21;Gaza Strip;55;M
12.05.21;Gaza Strip;28;M
12.05.21;Gaza Strip;66;M
12.05.21;Gaza Strip;59;F
12.05.21;Gaza Strip;46;M
12.05.21;Gaza Strip;66;M
12.05.21;Gaza Strip;31;M
12.05.21;Gaza Strip;10;M
12.05.21;Gaza Strip;13;M
12.05.21;Gaza Strip;2;F
12.05.21;Gaza Strip;13;F
12.05.21;Gaza Strip;43;M
12.05.21;Gaza Strip;41;M
12.05.21;Gaza Strip;31;F
12.05.21;Gaza Strip;4;M
12.05.21;Gaza Strip;59;M
12.05.21;Gaza Strip;56;M
12.05.21;Gaza Strip;40;M
12.05.21;Gaza Strip;56;M
12.05.21;Gaza Strip;65;M
12.05.21;Gaza Strip;40;M
12.05.21;Gaza Strip;36;M
12.05.21;Gaza Strip;37;M
12.05.21;Gaza Strip;40;M
12.05.21;Gaza Strip;29;M
12.05.21;Gaza Strip;39;M
12.05.21;Gaza Strip;36;M
12.05.21;Gaza Strip;33;M
12.05.21;Gaza Strip;26;M
12.05.21;Gaza Strip;31;M
12.05.21;Gaza Strip;26;M
12.05.21;Gaza Strip;26;M
12.05.21;Gaza Strip;24;M
12.05.21;Gaza Strip;29;M
12.05.21;West Bank;35;M
12.05.21;West Bank;27;M
12.05.21;West Bank;16;M
12.05.21;Gaza Strip;17;M
16.05.21;West Bank;14;M
12.05.21;Gaza Strip;64;M
12.05.21;Gaza Strip;25;M
12.05.21;Gaza Strip;28;M
12.05.21;Gaza Strip;28;M
11.05.21;Gaza Strip;34;M
11.05.21;Gaza Strip;29;M
11.05.21;Gaza Strip;33;M
11.05.21;Gaza Strip;33;M
18.05.21;Gaza Strip;2;F
11.05.21;Gaza Strip;15;F
11.05.21;Gaza Strip;44;M
11.05.21;Gaza Strip;40;F
11.05.21;Gaza Strip;21;M
11.05.21;Gaza Strip;18;M
11.05.21;Gaza Strip;18;M
11.05.21;Gaza Strip;58;F
11.05.21;West Bank;37;M
11.05.21;Gaza Strip;48;M
11.05.21;Gaza Strip;37;M
10.05.21;Gaza Strip;26;M
15.06.21;Gaza Strip;36;M
10.05.21;Gaza Strip;27;M
10.05.21;Gaza Strip;25;M
10.05.21;Gaza Strip;23;M
10.05.21;Gaza Strip;23;M
10.05.21;Gaza Strip;27;M
10.05.21;Gaza Strip;23;M
10.05.21;Gaza Strip;26;M
10.05.21;Gaza Strip;32;M
10.05.21;Gaza Strip;26;M
10.05.21;Gaza Strip;38;M
10.05.21;Gaza Strip;15;M
12.05.21;Gaza Strip;35;M
10.05.21;Gaza Strip;26;M
10.05.21;Gaza Strip;28;M
10.05.21;Gaza Strip;31;M
10.05.21;Gaza Strip;23;M
10.05.21;Gaza Strip;21;M
10.05.21;Gaza Strip;30;M
10.05.21;Gaza Strip;26;M
10.05.21;Gaza Strip;29;M
10.05.21;Gaza Strip;27;M
07.05.21;West Bank;20;M
07.05.21;West Bank;20;M
05.05.21;West Bank;16;M
02.05.21;West Bank;60;F
06.04.21;West Bank;45;M
19.03.21;West Bank;46;M
31.01.21;West Bank;35;M
26.01.21;West Bank;17;M
21.12.20;West Bank;17;M
04.12.20;West Bank;15;M
25.11.20;West Bank;36;M
04.11.20;West Bank;28;M
25.10.20;West Bank;16;M
05.10.20;West Bank;28;M
20.08.20;West Bank;16;M
17.08.20;West Bank;30;M
09.07.20;West Bank;34;M
23.06.20;West Bank;26;M
30.05.20;West Bank;31;M
29.05.20;West Bank;38;M
14.05.20;West Bank;19;M
13.05.20;West Bank;17;M
22.04.20;West Bank;24;M
22.03.20;West Bank;31;M
01.04.20;West Bank;22;M
11.03.20;West Bank;15;M
23.02.20;Gaza Strip;27;M
22.02.20;West Bank;33;M
07.02.20;West Bank;19;M
06.02.20;West Bank;52;M
06.02.20;West Bank;25;M
06.02.20;West Bank;18;M
05.02.20;West Bank;16;M
21.01.20;Israel;17;M
21.01.20;Israel;18;M
21.01.20;Israel;18;M
17.12.19;Gaza Strip;38;M
30.11.19;West Bank;18;M
29.11.19;Gaza Strip;16;M
17.11.19;West Bank;24;M
14.11.19;Gaza Strip;39;F
14.11.19;Gaza Strip;45;M
14.11.19;Gaza Strip;33;F
14.11.19;Gaza Strip;7;M
14.11.19;Gaza Strip;13;M
14.11.19;Gaza Strip;12;M
14.11.19;Gaza Strip;2;M
14.11.19;Gaza Strip;1;M
22.11.19;Gaza Strip;40;M
